,listing_id,host_name,last_review,price,nbhood_full,description,room_type,borough,neighborhood
23020,34124075,Lynne,2019-06-30,120,"Manhattan, Upper East Side",Stay with a native New Yorker!,private room,Manhattan,Upper East Side
23021,34124100,Stephen,2019-06-23,499,"Manhattan, Hell's Kitchen",2 Bedroom/2 Bath Hell‚Äôs Kitchen Gem with views.,entire home/apt,Manhattan,Hell's Kitchen
23022,34124248,Florentino,2019-06-25,35,"Manhattan, East Harlem",Emergency sleeping for backpacking or Couchsurfer,shared room,Manhattan,East Harlem
23023,34124328,Kazuya,2019-05-17,67,"Queens, Woodside","Lovely stay near LGA. Lux condo RM, private bath!",private room,Queens,Woodside
23024,34124720,Jeremy,2019-07-03,75,"Manhattan, Hell's Kitchen","Private Bedroom, LGBTQ Friendly",private room,Manhattan,Hell's Kitchen
23025,34124949,Noah,2019-05-15,63,"Manhattan, East Village","Apartment for rent in EV, ten min from WSP",private room,Manhattan,East Village
23026,34125094,Kledi,2019-06-30,189,"Manhattan, Midtown",‚òÖINCREDIBLE LOCATION‚òÖHELLO TIMES SQ & CENTRAL PARK,entire home/apt,Manhattan,Midtown
23027,34126611,Jenny,2019-04-24,65,"Brooklyn, Williamsburg","amazing, homey, plant-filled and spacious retreat",private room,Brooklyn,Williamsburg
23028,34126627,Kazuya,2019-06-15,59,"Queens, Woodside",Woodside condo room close to Midtown / LGA.,private room,Queens,Woodside
23029,34126672,Carol,2019-05-08,50,"Manhattan, Upper West Side",ZEN LIVING RM CLOSE 2 COLUMBIA UNI & CENTRAL PRK!,shared room,Manhattan,Upper West Side
23030,34126874,H Ai,2019-06-29,55,"Queens, Flushing",suit No.1,private room,Queens,Flushing
23031,34139763,Timothy,2019-05-17,63,"Brooklyn, Bushwick",Quiet & Modern Serene Bedroom near J subway train,private room,Brooklyn,Bushwick
23032,34142194,Alex,2019-06-23,95,"Manhattan, Midtown",QUIET SPACIOUS BEDROOM IN THE HEART OF MANHATTAN,private room,Manhattan,Midtown
23033,34142214,Damien,2019-06-01,45,"Bronx, Concourse","Cozy home, away from home. 15 mins from downtown.",private room,Bronx,Concourse
23034,34143280,Shara,2019-06-21,50,"Manhattan, Washington Heights",Clean & Cozy Guestroom in Harlem-Heights,private room,Manhattan,Washington Heights
23035,34145824,Vanessa,2019-06-30,63,"Brooklyn, Bushwick",Peaceful and Cozy Room in Bushwick,private room,Brooklyn,Bushwick
23036,34146260,Nancy,2019-06-10,27,"Queens, Jackson Heights",Crash Pad in Jackson Heights,shared room,Queens,Jackson Heights
23037,34146835,Ori,2019-07-05,125,"Brooklyn, Brooklyn Heights",Massive Private Bedroom in Brooklyn Heights,private room,Brooklyn,Brooklyn Heights
23038,34147375,Sonder (NYC),2019-06-23,470,"Manhattan, Financial District",Sonder | Stock Exchange | Sunny 3BR + Sofa Bed,entire home/apt,Manhattan,Financial District
23039,34147709,Sonder (NYC),2019-06-23,229,"Manhattan, Financial District",Sonder | Stock Exchange | Brilliant 1BR + Laundry,entire home/apt,Manhattan,Financial District
23040,34147733,Sonder (NYC),2019-06-14,470,"Manhattan, Financial District",Sonder | Stock Exchange | Stunning 3BR + Laundry,entire home/apt,Manhattan,Financial District
23041,34147828,Sonder (NYC),2019-05-05,228,"Manhattan, Financial District",Sonder | Stock Exchange | Brilliant 1BR + Sofa Bed,entire home/apt,Manhattan,Financial District
23042,34148267,Leslie,2019-06-28,239,"Manhattan, Midtown","Stunning Private Apt, Perfect Location Premium Bed",entire home/apt,Manhattan,Midtown
23043,34150118,Scott,2019-05-27,150,"Manhattan, East Harlem",Cool newly renovated 1BR Apt overlooking Park,entire home/apt,Manhattan,East Harlem
23044,34150120,Stephanie,2019-07-05,99,"Brooklyn, Bushwick",2 bed.Full apartment. L Train.15 min away from NYC,entire home/apt,Brooklyn,Bushwick
23045,34150501,Plamen,2019-05-28,380,"Manhattan, Chelsea",Amazing 3BR Apartment - Incredible Location,entire home/apt,Manhattan,Chelsea
23046,34150840,Mono,2019-07-02,50,"Brooklyn, Bedford-Stuyvesant",Brooklyn Sunny Apartment,private room,Brooklyn,Bedford-Stuyvesant
23047,34150989,Dave,2019-06-16,300,"Manhattan, Washington Heights",CHARMING APT. IN MANHATTAN! 2 FULL BATH & 7 BEDS,entire home/apt,Manhattan,Washington Heights
23048,34151215,Leslie,2019-07-08,100,"Brooklyn, Bedford-Stuyvesant",Bright and Artsy 2 Bedroom Apartment,entire home/apt,Brooklyn,Bedford-Stuyvesant
23049,34151410,Jalal,2019-06-10,200,"Brooklyn, Greenpoint",Cozy apartment in a safe neighborhood,entire home/apt,Brooklyn,Greenpoint
23050,34152348,Katrin,2019-05-16,320,"Manhattan, Chelsea",Awesome 3 bedroom apartment in best location,entire home/apt,Manhattan,Chelsea
23051,34152598,Annabella,2019-07-01,52,"Brooklyn, Bushwick",Hip budget friendly room 20 min from Manhattan!,private room,Brooklyn,Bushwick
23052,34152864,Anna,2019-06-22,304,"Manhattan, Kips Bay",Luxury 2 Bedrooms 2 bathrooms High-rise,entire home/apt,Manhattan,Kips Bay
23053,34153345,Pinki,2019-06-16,239,"Manhattan, Hell's Kitchen",‚òÖ Discounted!!‚òÖ NEAR TIMES SQUARE,entire home/apt,Manhattan,Hell's Kitchen
23054,34153647,Ben,2019-05-25,65,"Brooklyn, Bushwick","Beautiful private Master Bedroom in
Bushwick!",private room,Brooklyn,Bushwick
23055,34153683,Brian,2019-05-19,300,"Manhattan, East Village",Sun Filled Studio In the Heart of the East Village,entire home/apt,Manhattan,East Village
23056,34153891,Carlos,2019-06-24,60,"Manhattan, Harlem",Private Room in a Brand New Apt / Quiet Building,private room,Manhattan,Harlem
23057,34154797,Maria,2019-06-21,50,"Staten Island, South Beach",Private Room Near Staten Island Ferry,private room,Staten Island,South Beach
23058,34156010,Elsen,2019-07-06,539,"Manhattan, Kips Bay",Amazing Luxury Apt in the middle of Manhattan,entire home/apt,Manhattan,Kips Bay
23059,34156161,Evelyn,2019-06-22,249,"Manhattan, Chelsea",Chelsea Luxury & Cozy 2 Bedroom Apartment,entire home/apt,Manhattan,Chelsea
23060,34156292,Francesco,2019-07-01,250,"Manhattan, Upper East Side",Charming and Elegant Apartment by Central Park,entire home/apt,Manhattan,Upper East Side
23061,34156436,Paola,2019-07-04,249,"Manhattan, Upper West Side",Stunning 2 Bedrooms Apt Central Park West,entire home/apt,Manhattan,Upper West Side
23062,34156769,Noel,2019-06-14,49,"Queens, East Elmhurst",LOW PRICE! up to 4+ people-Near LGA / JFK AIRPORT,private room,Queens,East Elmhurst
23063,34157056,Dani,2019-06-08,499,"Manhattan, Murray Hill",Top Of New York City Luxury 2Bedroom -with Terrace,entire home/apt,Manhattan,Murray Hill
23064,34157717,Manny,2019-06-30,87,"Bronx, Williamsbridge",Private Apt w/2 Queen beds close to NY Attractions,entire home/apt,Bronx,Williamsbridge
23065,34160208,B.,2019-06-20,250,"Manhattan, Chinatown",The Perfect 2 Bedroom Designer Flat in L.E.S.,entire home/apt,Manhattan,Chinatown
23066,34160917,B.,2019-07-01,250,"Manhattan, Lower East Side",The Perfect Chic 2BR/1BA Designer Flat in L.E.S.,entire home/apt,Manhattan,Lower East Side
23067,34167620,Bruno,2019-06-27,50,"Queens, Woodside","comfortable room, 25min from manhattan",private room,Queens,Woodside
23068,34168420,Mark & Olivia,2019-06-24,350,"Manhattan, Upper East Side",SUMMER DEAL! Duplex: 2 Bedrooms with Private Yard,entire home/apt,Manhattan,Upper East Side
23069,34169778,Bruno,2019-07-02,50,"Queens, Woodside",22min from Manhattan,private room,Queens,Woodside
23070,34170097,Jordan,2019-06-18,101,"Brooklyn, Williamsburg",Cozy 1 Bedroom Close To Manhattan,entire home/apt,Brooklyn,Williamsburg
23071,34172085,Ronnie,2019-07-07,60,"Manhattan, Inwood",Spacious private bedroom in Manhattan.,private room,Manhattan,Inwood
23072,34172912,Andrea,2019-06-21,250,"Manhattan, Greenwich Village",Beautiful apartment in prime Soho NYC,entire home/apt,Manhattan,Greenwich Village
23073,34173196,Melissa,2019-05-24,250,"Manhattan, East Village","Private Queen bedroom, wonderful view",private room,Manhattan,East Village
23074,34173579,Petr,2019-07-01,168,"Manhattan, Hell's Kitchen",Quiet and cozy 1 bedroom apartment,entire home/apt,Manhattan,Hell's Kitchen
23075,34176788,Sofia,2019-07-07,48,"Brooklyn, Bedford-Stuyvesant",A Little Sumptin' on Sumpter,private room,Brooklyn,Bedford-Stuyvesant
23076,34177609,Gabriel,2019-07-01,249,"Manhattan, Hell's Kitchen",MODERN APT WITH AN AMAZING CITY VIEW IN MIDTOWN,entire home/apt,Manhattan,Hell's Kitchen
23077,34177796,S,2019-06-06,577,"Manhattan, West Village",Blocks to the High Line * West Village Home for 10,entire home/apt,Manhattan,West Village
23078,34178190,Broque,2019-06-30,46,"Manhattan, Inwood",Room in Bright Authentic New York Style Apartment,private room,Manhattan,Inwood
23079,34179115,Diego,2019-05-27,50,"Brooklyn, Park Slope",Stunning View of Manhattan with Balcony,private room,Brooklyn,Park Slope
23080,34180216,Lakshmee,2019-07-04,39,"Queens, Jamaica",Comfy Jfk Room to crash,private room,Queens,Jamaica
23081,34180443,Bah,2019-06-29,75,"Brooklyn, Bedford-Stuyvesant","BRIGHT, chic, Huge room with PRIVATE BATHROOM",private room,Brooklyn,Bedford-Stuyvesant
23082,34181077,Mo,2019-07-05,499,"Manhattan, Kips Bay",Penthouse Spectacular NYC Skyline Views,entire home/apt,Manhattan,Kips Bay
23083,34181264,Errol,2019-07-01,65,"Brooklyn, Crown Heights",Room 2.  Bunk beds available for two adults.,private room,Brooklyn,Crown Heights
23084,34181803,Seira,2019-06-30,145,"Manhattan, Hell's Kitchen","Safe & lively, tons of restaurants & bars nearby!",private room,Manhattan,Hell's Kitchen
23085,34182523,Bessi,2019-06-22,299,"Manhattan, Upper West Side",Gorgeous Super Large 2 Bedroom apartment,entire home/apt,Manhattan,Upper West Side
23086,34182985,Ally,2019-06-04,53,"Manhattan, Harlem",Adorable Room w/Gym Access-Hamilton Hts Manhattan,private room,Manhattan,Harlem
23087,34183895,Sonder (NYC),2019-06-23,247,"Manhattan, Financial District",Sonder | Stock Exchange | Intimate 1BR + Kitchen,entire home/apt,Manhattan,Financial District
23088,34184572,Kismet,2019-07-03,311,"Manhattan, Kips Bay",3 Bedroom Apartment in Midtown - Amazing Deal,entire home/apt,Manhattan,Kips Bay
23089,34184764,Dane,2019-05-31,99,"Queens, Woodside","NEW - STEPS TO SUBWAY, NO STOP TO MANHATTAN!",entire home/apt,Queens,Woodside
23090,34184826,Mohammed,2019-06-02,60,"Manhattan, Upper East Side",Private big room in upper east side,private room,Manhattan,Upper East Side
23091,34184923,Linda,2019-06-26,299,"Manhattan, Murray Hill",Cozy 2 Bedroom in Luxury Building,entire home/apt,Manhattan,Murray Hill
23092,34186291,Angie,2019-06-29,250,"Queens, Howard Beach",Smoke n Mirrors,entire home/apt,Queens,Howard Beach
23093,34186868,Yuri,2019-06-22,150,"Manhattan, Nolita",Bianchi Soho,entire home/apt,Manhattan,Nolita
23094,34194218,Piyawan,2019-07-01,195,"Manhattan, Hell's Kitchen",Cozy studio located in midtown west,entire home/apt,Manhattan,Hell's Kitchen
23095,34194826,Elias,2019-06-24,85,"Brooklyn, Williamsburg",Private room in Williamsburg,private room,Brooklyn,Williamsburg
23096,34196242,Amy,2019-06-29,93,"Brooklyn, Bedford-Stuyvesant",Newly renovated loft on quiet block,private room,Brooklyn,Bedford-Stuyvesant
23097,34197691,Missy,2019-07-05,120,"Brooklyn, Bushwick","Super Great Bright Room, 15mins to NYC w/ desk",private room,Brooklyn,Bushwick
23098,34197733,Mimi,2019-06-22,189,"Queens, Woodside",Beautiful 3 Bedroom 15 Minutes To Manhattan NYC,entire home/apt,Queens,Woodside
23099,34198108,Erin,2019-06-23,129,"Manhattan, Chelsea",Time Square South - Sunny Lux Twin Hotel Room,private room,Manhattan,Chelsea
23100,34199108,Fred,2019-06-26,280,"Manhattan, Financial District",Beautiful apartment in Manhattan!,entire home/apt,Manhattan,Financial District
23101,34199411,Ashley At Bedly,2019-06-01,38,"Manhattan, Upper East Side",Tons of Bars & Cafes nearby! Quick Walk to Metro,private room,Manhattan,Upper East Side
23102,34199783,Raine & Andrew,2019-06-11,150,"Brooklyn, Greenpoint",Modern One Bedroom - Greenpoint,entire home/apt,Brooklyn,Greenpoint
23103,34200086,Elijah,2019-06-24,145,"Manhattan, East Harlem",Cozy Studio with Patio Close to the Subway,entire home/apt,Manhattan,East Harlem
23104,34200677,Tyler,2019-07-07,95,"Brooklyn, Flatbush",Great Eclectic Studio Apt in Brooklyn !!!!!!,entire home/apt,Brooklyn,Flatbush
23105,34201695,Linda,2019-06-18,65,"Brooklyn, Bedford-Stuyvesant",BedStuy Private Room (M2),private room,Brooklyn,Bedford-Stuyvesant
23106,34202149,Sarah,2019-06-29,220,"Brooklyn, Williamsburg","Perfect 2 Bedroom Apt on East River, Williamsburg",entire home/apt,Brooklyn,Williamsburg
23107,34202651,Jamie,2019-06-04,500,"Manhattan, Upper West Side","UWS 3BR/2BTH Apt, 1 block from Central Park",entire home/apt,Manhattan,Upper West Side
23108,34203531,Sara And Ronald,2019-05-21,180,"Manhattan, Hell's Kitchen",‚òÜ Times Square- Home Away From Home,entire home/apt,Manhattan,Hell's Kitchen
23109,34204138,Vangelis,2019-06-19,176,"Manhattan, Chinatown",2 Bedroom apt in LES with a private roof top,entire home/apt,Manhattan,Chinatown
23110,34204173,Arthur,2019-06-18,500,"Manhattan, Murray Hill",Upscale Luxury High Rise with Amazing Terrace,entire home/apt,Manhattan,Murray Hill
23111,34204893,Mark,2019-07-08,86,"Brooklyn, Brighton Beach",Gorgeous spacious 1 bedroom apartment,entire home/apt,Brooklyn,Brighton Beach
23112,34205576,Ben,2019-05-27,155,"Brooklyn, Williamsburg",Convenient ground floor duplex - no stairs!,private room,Brooklyn,Williamsburg
23113,34206163,Erin,2019-05-26,199,"Manhattan, Chelsea",Midtown Manhattan - Cozy Triple Room,private room,Manhattan,Chelsea
23114,34206597,"Coleen, Felipe And Victoria",2019-06-08,270,"Brooklyn, Williamsburg",Waterfront 2 bd apt. Amazing views to Manhattan!,entire home/apt,Brooklyn,Williamsburg
23115,34206762,Erin,2019-06-19,199,"Manhattan, Chelsea",Time Square Modern Cozy Queen,private room,Manhattan,Chelsea
23116,34206929,Erin,2019-05-18,199,"Manhattan, Chelsea",Madison Square Garden - Sunny Queen,private room,Manhattan,Chelsea
23117,34207823,Erin,2019-07-04,219,"Manhattan, Chelsea",Time Square South  - Clean Triple Hotel Room,private room,Manhattan,Chelsea
23118,34207925,Andy,2019-07-03,275,"Brooklyn, Flatbush",Spacious and beautiful 4BR with backyard,entire home/apt,Brooklyn,Flatbush
23119,34208053,Ossama,2019-06-07,113,"Queens, Long Island City",‚ú¥ COZY Astoria NYC ‚ú¥ 1BDR & 1 BATH APT,entire home/apt,Queens,Long Island City
23120,34208237,Luigi,2019-06-25,249,"Manhattan, Upper East Side",Entire Magnificent Townhouse,entire home/apt,Manhattan,Upper East Side
23121,34208674,Jameson,2019-06-24,595,"Brooklyn, Williamsburg",Amazing 5 bed/2 bath Duplex 10 min from Manhattan!,entire home/apt,Brooklyn,Williamsburg
23122,34209348,Max,2019-06-20,68,"Brooklyn, Fort Hamilton",Verrazano bridge garden house,private room,Brooklyn,Fort Hamilton
23123,34209440,David,2019-07-01,50,"Queens, Maspeth",Hotel-like Cottage Private Room KING Bed 25min NYC,private room,Queens,Maspeth
23124,34209596,Claudio,2019-06-17,135,"Manhattan, Harlem",NYC Private Room in Manhattan,private room,Manhattan,Harlem
23125,34209682,Maxinne,2019-06-30,120,"Manhattan, Lower East Side",Stunning 2Bedroom Apartment in LES Hot Spot,entire home/apt,Manhattan,Lower East Side
23126,34209710,Minami & Takuya,2019-07-07,65,"Brooklyn, Bushwick",Cozy Room for Female Guests/ just 30sec to Subway!,private room,Brooklyn,Bushwick
23127,34210645,Eden,2019-05-12,90,"Brooklyn, Bushwick",2 bedroom 2 bathroom with garden heart of Bushwick,entire home/apt,Brooklyn,Bushwick
23128,34218886,Joao,2019-06-23,60,"Brooklyn, Bushwick",Beautiful and cozy place 2 min walk from subway,private room,Brooklyn,Bushwick
23129,34222682,Marian,2019-07-01,50,"Brooklyn, Bedford-Stuyvesant",Nice sunny room in great part of Bed Stuy,private room,Brooklyn,Bedford-Stuyvesant
23130,34222823,Andrew,2019-07-01,335,"Brooklyn, Crown Heights",Spacious + beautiful Garden apt in brick townhouse,entire home/apt,Brooklyn,Crown Heights
23131,34224023,Mila,2019-07-07,89,"Brooklyn, Bedford-Stuyvesant",Brilliant like studio apartment close to Manhattan,private room,Brooklyn,Bedford-Stuyvesant
23132,34227232,Jiali,2019-07-07,70,"Queens, Flushing",Very quiet two twin beds room Ê∏©È¶®ÂèåÂçï‰∫∫Â∫äÂ∞èÂ±ã,private room,Queens,Flushing
23133,34227846,Ruby,2019-06-29,65,"Manhattan, Midtown",Great New York-korea town Shared room,shared room,Manhattan,Midtown
23134,34228220,Collin,2019-07-02,225,"Manhattan, Hell's Kitchen",Newly Renovated 2 bedroom in Heart of Times Square,entire home/apt,Manhattan,Hell's Kitchen
23135,34228341,Antony,2019-06-15,18,"Brooklyn, Bay Ridge",A.Hamilton(for GUYS only),shared room,Brooklyn,Bay Ridge
23136,34229313,Jackie,2019-07-06,199,"Queens, Astoria",Astoria's Retreat 10min away from the city. Prkg,entire home/apt,Queens,Astoria
23137,34230337,Jin Sen,2019-06-29,70,"Brooklyn, Bushwick",Master Bed Room With Private Bathroom #1,private room,Brooklyn,Bushwick
23138,34230593,Liz,2019-06-16,155,"Manhattan, Upper East Side",Spacious UES place. Flexible check-in/out. Subway.,entire home/apt,Manhattan,Upper East Side
23139,34231172,Kevin,2019-07-08,95,"Brooklyn, Sunset Park",Fully renovated brick house floor in Brooklyn,entire home/apt,Brooklyn,Sunset Park
23140,34231565,John,2019-07-02,72,"Queens, Sunnyside",Private bedroom and bathroom 15 mins from the city,private room,Queens,Sunnyside
23141,34232536,Denise,2019-06-12,75,"Brooklyn, East Flatbush",Red Violet,private room,Brooklyn,East Flatbush
23142,34232892,Marsha,2019-06-30,40,"Brooklyn, East Flatbush",East Flatbush Charmer,private room,Brooklyn,East Flatbush
23143,34233364,William,2019-05-31,450,"Manhattan, Upper East Side",‚òÖ Huge Three Bedroom Centrally Located ‚òÖ,entire home/apt,Manhattan,Upper East Side
23144,34233430,Elena,2019-06-30,150,"Manhattan, Upper East Side",Contemporary studio in Manhattan,entire home/apt,Manhattan,Upper East Side
23145,34234242,Chrissy,2019-06-02,300,"Manhattan, Midtown",Empire state building neighbor,entire home/apt,Manhattan,Midtown
23146,34234982,Claudio,2019-06-10,135,"Manhattan, Harlem",NYC Manhattan Private Room,private room,Manhattan,Harlem
23147,34235178,Claudio,2019-05-23,135,"Manhattan, Harlem",NYC Manhattan Private Room! Private Bathroom!!,private room,Manhattan,Harlem
23148,34235450,Stanislav,2019-06-20,300,"Manhattan, Chinatown",I rent out brand new 2br/2bath apt in Chinatown,entire home/apt,Manhattan,Chinatown
23149,34243440,Danilo,2019-07-02,30,"Queens, Ditmars Steinway",Room in Astoria - few steps from subway Ditmars,private room,Queens,Ditmars Steinway
23150,34244391,Judy,2019-07-08,100,"Brooklyn, Cypress Hills",A space like a home,entire home/apt,Brooklyn,Cypress Hills
23151,34245023,Claudia,2019-05-11,48,"Manhattan, Upper West Side",Apartment,private room,Manhattan,Upper West Side
23152,34245778,Alcira,2019-05-24,40,"Brooklyn, Bensonhurst",Mi Rinc√≥n acogedor!,private room,Brooklyn,Bensonhurst
23153,34247102,Cecilia,2019-06-25,150,"Brooklyn, Park Slope","Charming, newly renovated prime Park Slope Studio",entire home/apt,Brooklyn,Park Slope
23154,34250344,Diego,2019-07-07,56,"Queens, Richmond Hill",ROOM # 3 near to JFK & LGA Airport,private room,Queens,Richmond Hill
23155,34251007,Noreen,2019-06-10,199,"Queens, Long Island City",Penthouse with breath taking views of the skyline.,entire home/apt,Queens,Long Island City
23156,34251212,Nikolas,2019-07-06,120,"Manhattan, East Village",Charming One-Bedroom East Village Apartment,entire home/apt,Manhattan,East Village
23157,34251643,Artie,2019-06-04,95,"Brooklyn, Borough Park",NYC  2-bedrooms apartment @ Brooklyn,entire home/apt,Brooklyn,Borough Park
23158,34251664,Junyi,2019-04-29,50,"Manhattan, Upper West Side",Cozy private room 10 min to Columbia Univiersity,private room,Manhattan,Upper West Side
23159,34251680,Gen,2019-06-16,70,"Manhattan, Washington Heights",Spacious private bedroom upper manhattan NYC,private room,Manhattan,Washington Heights
23160,34251990,Taylor,2019-06-14,110,"Manhattan, Hell's Kitchen",Great location in Hells kitchen,private room,Manhattan,Hell's Kitchen
23161,34252769,Benny,2019-07-02,259,"Manhattan, West Village",Comfortable 2 bedroom Condo (Chelsea),entire home/apt,Manhattan,West Village
23162,34253217,Matt,2019-06-17,190,"Manhattan, Kips Bay",Fantastic 2 Bedroom Apartment,entire home/apt,Manhattan,Kips Bay
23163,34253845,Ben,2019-06-02,100,"Brooklyn, Williamsburg",Bedroom w full kitchen & living room - no stairs!,private room,Brooklyn,Williamsburg
23164,34254505,Nicholas,2019-06-23,200,"Brooklyn, Greenpoint","2 Bedroom, sleeps 6, Luxury apt, outside of NYC!",entire home/apt,Brooklyn,Greenpoint
23165,34255351,Angel,2019-06-22,249,"Manhattan, Hell's Kitchen",Times Square Hidden Gem 2 Bedroom Apartment,entire home/apt,Manhattan,Hell's Kitchen
23166,34255385,Sophia,2019-06-16,300,"Brooklyn, Williamsburg",Amazing Apartment infront of Williamsburg Bridge!,entire home/apt,Brooklyn,Williamsburg
23167,34255449,Clint,2019-07-05,128,"Manhattan, Washington Heights",Beautiful Manhattan TOWNHOUSE APARTMENT w Deck,entire home/apt,Manhattan,Washington Heights
23168,34255571,Joanna,2019-06-30,120,"Brooklyn, East Flatbush",Brooklyn Brownstone (Private Room),private room,Brooklyn,East Flatbush
23169,34255740,Nawar,2019-06-23,134,"Manhattan, Chelsea","Private, 2-story apartment, near the Highline",entire home/apt,Manhattan,Chelsea
23170,34256176,Gary,2019-06-19,389,"Manhattan, Hell's Kitchen","Nice 3Beds/2bedroom Apartment, 5min TIME SQUARE.",entire home/apt,Manhattan,Hell's Kitchen
23171,34256514,Luke,2019-06-21,70,"Manhattan, Harlem",[Special Price] Have a nice trip with my room!,private room,Manhattan,Harlem
23172,34256683,Zara,2019-06-16,380,"Manhattan, Chelsea",Great 3Bedroom Apt in Stunning Location,entire home/apt,Manhattan,Chelsea
23173,34256717,Kia,2019-07-02,75,"Brooklyn, Bedford-Stuyvesant",Bedstuy Cozy Room with Private Bathroom,private room,Brooklyn,Bedford-Stuyvesant
23174,34256727,Marina,2019-06-20,115,"Staten Island, Midland Beach","Private, Cozy Escape! Near all!",entire home/apt,Staten Island,Midland Beach
23175,34257861,Rovena,2019-06-24,239,"Manhattan, Murray Hill",2 Bedroom Empire State Building Apartment,entire home/apt,Manhattan,Murray Hill
23176,34257868,Brisa,2019-06-23,140,"Brooklyn, Williamsburg",Beautiful Studio in the heart of Williamsburg,entire home/apt,Brooklyn,Williamsburg
23177,34257884,Monica,2019-06-15,180,"Manhattan, West Village",Top floor West Village apartment with city views,entire home/apt,Manhattan,West Village
23178,34258598,Yiwei,2019-06-08,45,"Manhattan, Upper West Side",Single Bedroom around Columbia University,private room,Manhattan,Upper West Side
23179,34259050,Basil Walker,2019-06-16,27,"Bronx, Longwood",One little beautiful room in an 3bedroom apartment,private room,Bronx,Longwood
23180,34260123,Terly,2019-05-26,210,"Queens, Ridgewood","3BR Apartment in Bushwick, 1 min to Train!",entire home/apt,Queens,Ridgewood
23181,34260966,Renee & Roscoe,2019-06-05,499,"Manhattan, SoHo",Heart of SoHo: Spring Street 3 Bed Loft,entire home/apt,Manhattan,SoHo
23182,34262617,Yu,2019-06-21,129,"Manhattan, Midtown",Manhattan Tourists' warm home 3,private room,Manhattan,Midtown
23183,34263343,Owen,2019-07-04,60,"Manhattan, East Harlem",New renovated a comfortable apartment in manhattan,shared room,Manhattan,East Harlem
23184,34271296,Alissandra,2019-07-06,299,"Manhattan, Upper East Side",Gracious Art-Deco 2 Bed Home on Tree-lined street,entire home/apt,Manhattan,Upper East Side
23185,34272398,Suzen,2019-05-27,150,"Brooklyn, Bedford-Stuyvesant",Brooklyn Townhouse Apartment with Outdoor Space,entire home/apt,Brooklyn,Bedford-Stuyvesant
23186,34274062,Andrea,2019-05-17,94,"Brooklyn, Williamsburg",Williamsburg big studio,entire home/apt,Brooklyn,Williamsburg
23187,34275040,Christian,2019-06-23,300,"Brooklyn, Williamsburg",Huge Williamsburg Studio with Private Terrace,entire home/apt,Brooklyn,Williamsburg
23188,34275316,Adelaide,2019-06-17,160,"Manhattan, SoHo",Bright and Sunny SoHo Gem,entire home/apt,Manhattan,SoHo
23189,34275346,Laura,2019-06-14,200,"Manhattan, Chinatown",Amazing Cozy 2 Bedroom | Heart of Lower Manhattan!,entire home/apt,Manhattan,Chinatown
23190,34275461,Robert,2019-06-08,132,"Brooklyn, Bedford-Stuyvesant",BedStuy Penthouse Duplex 1BR,entire home/apt,Brooklyn,Bedford-Stuyvesant
23191,34278223,Rj,2019-06-11,139,"Manhattan, Financial District",Luxury for Single Traveler,entire home/apt,Manhattan,Financial District
23192,34278532,Saf,2019-06-26,129,"Brooklyn, Gravesend",3 Bedroom Loft Like Unit 5 minutes from train,entire home/apt,Brooklyn,Gravesend
23193,34278696,Andres,2019-07-06,100,"Brooklyn, Crown Heights",Brooklyn artist studio,entire home/apt,Brooklyn,Crown Heights
23194,34278936,Alex,2019-07-01,65,"Brooklyn, Greenpoint",Greenpoint - Sun Filled Room in Unique Loft Space,private room,Brooklyn,Greenpoint
23195,34280940,Valentina,2019-07-03,50,"Queens, Woodside","Mi casa es tu casa, Habitaci√≥n 1",private room,Queens,Woodside
23196,34281515,Daria,2019-07-01,55,"Brooklyn, Brighton Beach","Great location, private bedroom with two windows.",private room,Brooklyn,Brighton Beach
23197,34281907,Susan,2019-06-30,89,"Brooklyn, Williamsburg",Private Room in East Williamsburg - Clean & Comfy!,private room,Brooklyn,Williamsburg
23198,34282192,Nam,2019-07-01,60,"Queens, Sunnyside","Large room close to Metro ,20min  to TQ",private room,Queens,Sunnyside
23199,34282410,Stephanie,2019-05-23,175,"Brooklyn, Crown Heights",1 BD Apt in Luxury Building -  Crown Heights NYC,entire home/apt,Brooklyn,Crown Heights
23200,34283155,Jk,2019-07-07,85,"Manhattan, Morningside Heights",Clean Room in Upper West Side Near Columbia Uni,private room,Manhattan,Morningside Heights
23201,34284185,Hugo,2019-05-31,60,"Manhattan, Upper West Side",Cozy Private Bedroom,private room,Manhattan,Upper West Side
23202,34284409,Sonder (NYC),2019-06-06,100,"Manhattan, Financial District",Sonder | 116 John | Modern Studio + Gym,entire home/apt,Manhattan,Financial District
23203,34284597,Carol,2019-06-02,120,"Bronx, Mott Haven",South Bronx Suite,entire home/apt,Bronx,Mott Haven
23204,34284883,Victor,2019-06-22,129,"Manhattan, Chelsea",Your own studio in the heart of Chelsea,entire home/apt,Manhattan,Chelsea
23205,34285156,Fanny,2019-06-27,70,"Brooklyn, Bushwick",Master Bed Decatur 3F Room#1,private room,Brooklyn,Bushwick
23206,34285510,Danielle,2019-06-01,250,"Manhattan, NoHo",Perfect 1 Bedroom in Nolita,entire home/apt,Manhattan,NoHo
23207,34285600,Patrice,2019-06-23,60,"Queens, Ridgewood",Homely ROOM IN BROOKLYN,private room,Queens,Ridgewood
23208,34285612,Fanny,2019-06-25,50,"Brooklyn, Bushwick",Cozy Bushwich Decatur 3F Room #4,private room,Brooklyn,Bushwick
