id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
2981,Sunday,ALASKA,DEST_1981,Canada/Mexico,Large,Gates 20-39,2018-12-31,232.0,Average,Somewhat unsafe,Very unsatisfied
2982,Thursday,SOUTHWEST,DEST_1982,Asia,Hub     ,Gates 20-39,2018-12-31,488.4,Unacceptable,Very safe,Very satisfied
2983,Saturday,UNITED INTL,DEST_1983,EAST US,Hub,Gates 20-39,2018-12-31,285.7,Average,Very unsafe,Somewhat unsatisfied
2984,Tuesday,CHINA EASTERN,DEST_1984,Canada/Mexico,Medium,Gates 40-48,2018-12-31,131.5,Somewhat dirty,Somewhat safe,Neutral
2985,Thursday,AMERICAN,DEST_1985,Middle East,    Hub,Gates 1-12,2018-12-31,48.6,Unacceptable,Neutral,Very unsatisfied
2986,Tuesday,AMERICAN,DEST_1986,Asia,    Medium,Gates 70-90,2018-12-31,137.6,Unacceptable,Very unsafe,Somewhat unsatisfied
2987,Thursday,CHINA EASTERN,DEST_1987,Asia,    Medium,Gates 70-90,2018-12-31,389.4,Somewhat clean,Very unsafe,Very satisfied
2988,Thursday,ALASKA,DEST_1988,Canada/Mexico,Small,Gates 70-90,2018-12-31,559.2,Somewhat dirty,Somewhat safe,Somewhat unsatisfied
2989,Tuesday,ALASKA,DEST_1989,Canada/Mexico,Hub     ,Gates 40-48,2018-12-31,545.8,Average,Neutral,Neutral
2990,Monday,AMERICAN,DEST_1990,Canada/Mexico,Hub     ,Gates 70-90,2018-12-31,147.3,Dirty,Neutral,Somewhat unsatisfied
2991,Thursday,AMERICAN,DEST_1991,eur,Medium     ,Gates 40-48,2018-12-31,342.2,Unacceptable,Somewhat safe,Neutral
2992,Tuesday,AMERICAN,DEST_1992,Midwest US,Small,Gates 70-90,2018-12-31,443.5,Unacceptable,Neutral,Somewhat unsatisfied
2993,Monday,ALASKA,DEST_1993,EAST US,Medium,Gates 70-90,2018-12-31,269.8,Unacceptable,Somewhat safe,Somewhat satisfied
2994,Sunday,CHINA EASTERN,DEST_1994,Midwest US,    Hub,Gates 1-12,2018-12-31,472.0,Average,Somewhat unsafe,Somewhat unsatisfied
2995,Thursday,AMERICAN,DEST_1995,Central/South America,Hub     ,Gates 70-90,2018-12-31,219.6,Clean,Very unsafe,Very unsatisfied
2996,Thursday,DELTA,DEST_1996,East US,    Large,Gates 50-59,2018-12-31,384.3,Unacceptable,Somewhat safe,Neutral
2997,Tuesday,UNITED INTL,DEST_1997,Middle East,    Small,Gates 91-102,2018-12-31,328.4,Somewhat dirty,Neutral,Neutral
2998,Saturday,CHINA EASTERN,DEST_1998,eur,Small,Gates 1-12,2018-12-31,149.6,Somewhat clean,Very safe,Neutral
2999,Sunday,CHINA EASTERN,DEST_1999,EAST US,    Medium,Gates 20-39,2018-12-31,432.7,Unacceptable,Very safe,Very unsatisfied
3000,Wednesday,DELTA,DEST_2000,Middle East,Large     ,Gates 91-102,2018-12-31,282.1,Average,Neutral,Somewhat unsatisfied
3001,Wednesday,AMERICAN,DEST_2001,Midwest US,Small     ,Gates 1-12,2018-12-31,331.6,Average,Neutral,Somewhat satisfied
3002,Sunday,UNITED INTL,DEST_2002,East US,Medium,Gates 70-90,2018-12-31,223.4,Dirty,Somewhat safe,Neutral
3003,Saturday,DELTA,DEST_2003,Europe,Hub     ,Gates 40-48,2018-12-31,104.2,Unacceptable,Neutral,Very unsatisfied
3004,Tuesday,UNITED,DEST_2004,middle east,Medium,Gates 40-48,2018-12-31,57.5,Unacceptable,Somewhat unsafe,Very satisfied
3005,Monday,AMERICAN,DEST_2005,East US,Medium     ,Gates 40-48,2018-12-31,321.6,Average,Very unsafe,Somewhat satisfied
3006,Thursday,UNITED,DEST_2006,Australia/New Zealand,    Large,Gates 70-90,2018-12-31,151.9,Clean,Neutral,Neutral
3007,Tuesday,SOUTHWEST,DEST_2007,Europe,Hub,Gates 1-12,2018-12-31,112.0,Dirty,Somewhat unsafe,Somewhat unsatisfied
3008,Sunday,UNITED,DEST_2008,Central/South America,Medium,Gates 1-12,2018-12-31,507.8,Somewhat clean,Very safe,Very satisfied
3009,Saturday,SOUTHWEST,DEST_2009,Canada/Mexico,Hub     ,Gates 70-90,2018-12-31,190.9,Average,Somewhat unsafe,Somewhat unsatisfied
3010,Tuesday,AMERICAN,DEST_2010,EAST US,Large,Gates 40-48,2018-12-31,85.9,Somewhat dirty,Very safe,Somewhat satisfied
3011,Wednesday,DELTA,DEST_2011,Australia/New Zealand,Large,Gates 70-90,2018-12-31,297.3,Clean,Very unsafe,Neutral
3012,Wednesday,ALASKA,DEST_2012,Canada/Mexico,Hub,Gates 70-90,2018-12-31,421.5,Somewhat clean,Somewhat unsafe,Somewhat satisfied
3013,Wednesday,DELTA,DEST_2013,East US,Large,Gates 91-102,2018-12-31,511.9,Unacceptable,Very unsafe,Very unsatisfied
3014,Saturday,DELTA,DEST_2014,Middle East,    Small,Gates 70-90,2018-12-31,403.5,Dirty,Very safe,Very satisfied
3015,Sunday,UNITED INTL,DEST_2015,West US,    Hub,Gates 91-102,2018-12-31,577.5,Dirty,Very unsafe,Somewhat satisfied
3016,Sunday,SOUTHWEST,DEST_2016,middle east,Small,Gates 40-48,2018-12-31,455.5,Unacceptable,Somewhat safe,Very satisfied
3017,Friday,AMERICAN,DEST_2017,Asia,    Hub,Gates 70-90,2018-12-31,402.6,Somewhat clean,Very safe,Very satisfied
3018,Saturday,CHINA EASTERN,DEST_2018,EAST US,Small,Gates 91-102,2018-12-31,366.4,Clean,Very unsafe,Very unsatisfied
3019,Saturday,DELTA,DEST_2019,Central/South America,Medium,Gates 70-90,2018-12-31,443.6,Unacceptable,Very safe,Somewhat unsatisfied
3020,Friday,UNITED INTL,DEST_2020,eur,Small     ,Gates 20-39,2018-12-31,438.8,Average,Very safe,Very satisfied
3021,Tuesday,AMERICAN,DEST_2021,Canada/Mexico,Large     ,Gates 20-39,2018-12-31,468.0,Somewhat dirty,Very unsafe,Somewhat unsatisfied
3022,Thursday,AMERICAN,DEST_2022,eur,Small     ,Gates 70-90,2018-12-31,277.4,Somewhat dirty,Somewhat safe,Very satisfied
3023,Thursday,AMERICAN,DEST_2023,West US,Small     ,Gates 50-59,2018-12-31,500.9,Clean,Very unsafe,Neutral
3024,Sunday,UNITED INTL,DEST_2024,eur,    Medium,Gates 91-102,2018-12-31,371.2,Somewhat clean,Very safe,Somewhat unsatisfied
3025,Friday,AMERICAN,DEST_2025,Asia,    Large,Gates 70-90,2018-12-31,242.9,Somewhat clean,Very safe,Neutral
3026,Saturday,ALASKA,DEST_2026,Middle East,    Small,Gates 70-90,2018-12-31,244.9,Somewhat dirty,Neutral,Somewhat satisfied
3027,Saturday,AMERICAN,DEST_2027,EAST US,Large,Gates 50-59,2018-12-31,574.0,Somewhat dirty,Somewhat safe,Neutral
3028,Tuesday,UNITED INTL,DEST_2028,eur,Small,Gates 70-90,2018-12-31,471.5,Somewhat dirty,Very safe,Neutral
3029,Tuesday,SOUTHWEST,DEST_2029,eur,Large     ,Gates 1-12,2018-12-31,572.7,Unacceptable,Very safe,Somewhat unsatisfied
3030,Friday,UNITED,DEST_2030,East US,    Large,Gates 91-102,2018-12-31,59.2,Dirty,Very safe,Very unsatisfied
3031,Monday,UNITED,DEST_2031,Canada/Mexico,    Small,Gates 70-90,2018-12-31,358.7,Average,Neutral,Neutral
3032,Tuesday,CHINA EASTERN,DEST_2032,Europe,Small     ,Gates 70-90,2018-12-31,215.2,Somewhat clean,Somewhat unsafe,Somewhat satisfied
3033,Thursday,AMERICAN,DEST_2033,middle east,Small     ,Gates 70-90,2018-12-31,94.8,Dirty,Somewhat unsafe,Very satisfied
3034,Friday,UNITED INTL,DEST_2034,Canada/Mexico,    Hub,Gates 1-12,2018-12-31,141.6,Unacceptable,Somewhat safe,Very unsatisfied
3035,Wednesday,UNITED,DEST_2035,East US,Large     ,Gates 1-12,2018-12-31,130.0,Somewhat dirty,Very unsafe,Somewhat unsatisfied
3036,Thursday,UNITED,DEST_2036,EAST US,Large     ,Gates 20-39,2018-12-31,384.0,Unacceptable,Somewhat safe,Very satisfied
3037,Tuesday,SOUTHWEST,DEST_2037,East US,Small     ,Gates 91-102,2018-12-31,361.0,Somewhat clean,Very unsafe,Very unsatisfied
3038,Tuesday,CHINA EASTERN,DEST_2038,East US,Hub     ,Gates 91-102,2018-12-31,570.2,Unacceptable,Very unsafe,Very satisfied
3039,Tuesday,CHINA EASTERN,DEST_2039,East US,Small,Gates 91-102,2018-12-31,313.9,Clean,Somewhat safe,Very unsatisfied
3040,Monday,CHINA EASTERN,DEST_2040,West US,Hub,Gates 70-90,2018-12-31,50.1,Somewhat clean,Very safe,Neutral
3041,Monday,UNITED INTL,DEST_2041,Midwest US,Small     ,Gates 40-48,2018-12-31,273.3,Somewhat clean,Neutral,Very unsatisfied
3042,Thursday,JETBLUE,DEST_2042,Central/South America,    Hub,Gates 40-48,2018-12-31,585.8,Somewhat dirty,Neutral,Somewhat satisfied
3043,Thursday,AMERICAN,DEST_2043,East US,    Small,Gates 1-12,2018-12-31,173.5,Clean,Very safe,Very satisfied
3044,Sunday,UNITED INTL,DEST_2044,EAST US,    Large,Gates 50-59,2018-12-31,280.7,Unacceptable,Somewhat safe,Somewhat unsatisfied
3045,Sunday,UNITED,DEST_2045,Canada/Mexico,    Small,Gates 50-59,2018-12-31,500.1,Somewhat clean,Somewhat unsafe,Somewhat satisfied
3046,Tuesday,ALASKA,DEST_2046,West US,Hub,Gates 70-90,2018-12-31,218.5,Somewhat dirty,Somewhat safe,Neutral
3047,Wednesday,UNITED,DEST_2047,Central/South America,Hub     ,Gates 50-59,2018-12-31,209.9,Somewhat dirty,Neutral,Neutral
3048,Tuesday,UNITED INTL,DEST_2048,middle east,Hub     ,Gates 20-39,2018-12-31,392.4,Dirty,Somewhat safe,Very unsatisfied
3049,Sunday,SOUTHWEST,DEST_2049,Europe,    Medium,Gates 50-59,2018-12-31,31.2,Dirty,Somewhat safe,Very unsatisfied
3050,Friday,JETBLUE,DEST_2050,Central/South America,    Hub,Gates 1-12,2018-12-31,114.6,Dirty,Neutral,Somewhat satisfied
3051,Saturday,CHINA EASTERN,DEST_2051,East US,    Large,Gates 20-39,2018-12-31,109.9,Somewhat clean,Very safe,Very unsatisfied
3052,Wednesday,ALASKA,DEST_2052,Middle East,Small     ,Gates 50-59,2018-12-31,326.4,Unacceptable,Very safe,Somewhat unsatisfied
3053,Friday,CHINA EASTERN,DEST_2053,Europe,Medium     ,Gates 91-102,2018-12-31,159.6,Dirty,Somewhat unsafe,Somewhat unsatisfied
3054,Thursday,UNITED,DEST_2054,Asia,    Hub,Gates 70-90,2018-12-31,132.6,Somewhat dirty,Somewhat safe,Somewhat satisfied
3055,Friday,DELTA,DEST_2055,eur,    Hub,Gates 40-48,2018-12-31,214.8,Average,Somewhat safe,Somewhat satisfied
3056,Sunday,ALASKA,DEST_2056,Europe,Large     ,Gates 40-48,2018-12-31,122.0,Average,Very unsafe,Somewhat unsatisfied
3057,Friday,ALASKA,DEST_2057,Midwest US,    Large,Gates 70-90,2018-12-31,87.7,Unacceptable,Neutral,Somewhat unsatisfied
3058,Tuesday,ALASKA,DEST_2058,East US,Large,Gates 50-59,2018-12-31,534.9,Average,Somewhat safe,Very satisfied
3059,Friday,ALASKA,DEST_2059,East US,    Small,Gates 91-102,2018-12-31,208.7,Somewhat dirty,Neutral,Somewhat unsatisfied
3060,Sunday,JETBLUE,DEST_2060,eur,Medium     ,Gates 40-48,2018-12-31,472.1,Clean,Very safe,Neutral
3061,Friday,UNITED,DEST_2061,Middle East,Large     ,Gates 1-12,2018-12-31,320.1,Somewhat dirty,Somewhat unsafe,Very unsatisfied
3062,Saturday,CHINA EASTERN,DEST_2062,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,155.7,Dirty,Very unsafe,Somewhat satisfied
3063,Friday,UNITED INTL,DEST_2063,Midwest US,Hub     ,Gates 91-102,2018-12-31,252.6,Average,Neutral,Somewhat satisfied
3064,Friday,JETBLUE,DEST_2064,Middle East,Small,Gates 70-90,2018-12-31,152.9,Dirty,Neutral,Neutral
3065,Friday,ALASKA,DEST_2065,West US,Small,Gates 91-102,2018-12-31,366.0,Dirty,Very safe,Neutral
3066,Thursday,JETBLUE,DEST_2066,Canada/Mexico,    Large,Gates 50-59,2018-12-31,573.7,Somewhat clean,Very safe,Very unsatisfied
3067,Friday,UNITED,DEST_2067,Midwest US,Large     ,Gates 1-12,2018-12-31,248.8,Dirty,Very safe,Somewhat unsatisfied
3068,Saturday,UNITED,DEST_2068,Asia,    Hub,Gates 70-90,2018-12-31,180.0,Unacceptable,Neutral,Somewhat unsatisfied
3069,Saturday,AMERICAN,DEST_2069,Canada/Mexico,Large     ,Gates 40-48,2018-12-31,323.6,Dirty,Very safe,Neutral
3070,Saturday,DELTA,DEST_2070,eur,    Small,Gates 1-12,2018-12-31,190.2,Somewhat clean,Very unsafe,Somewhat unsatisfied
3071,Friday,UNITED INTL,DEST_2071,Australia/New Zealand,Small     ,Gates 20-39,2018-12-31,170.5,Clean,Very unsafe,Neutral
3072,Tuesday,AMERICAN,DEST_2072,EAST US,    Medium,Gates 91-102,2018-12-31,497.4,Dirty,Somewhat safe,Somewhat unsatisfied
3073,Friday,ALASKA,DEST_2073,Europe,Hub     ,Gates 40-48,2018-12-31,448.3,Somewhat clean,Neutral,Somewhat unsatisfied
3074,Friday,SOUTHWEST,DEST_2074,middle east,Large     ,Gates 70-90,2018-12-31,93.3,Somewhat clean,Very unsafe,Very unsatisfied
3075,Friday,AMERICAN,DEST_2075,middle east,Small     ,Gates 20-39,2018-12-31,304.0,Clean,Very safe,Somewhat satisfied
3076,Thursday,AMERICAN,DEST_2076,eur,Hub,Gates 20-39,2018-12-31,424.3,Dirty,Neutral,Neutral
3077,Friday,AMERICAN,DEST_2077,Asia,    Hub,Gates 50-59,2018-12-31,565.5,Unacceptable,Somewhat unsafe,Somewhat unsatisfied
3078,Thursday,CHINA EASTERN,DEST_2078,East US,Medium,Gates 20-39,2018-12-31,404.1,Average,Neutral,Very satisfied
3079,Monday,ALASKA,DEST_2079,Middle East,    Small,Gates 20-39,2018-12-31,282.3,Dirty,Very unsafe,Very unsatisfied
3080,Wednesday,ALASKA,DEST_2080,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,573.0,Somewhat dirty,Very unsafe,Neutral
3081,Tuesday,ALASKA,DEST_2081,Asia,    Medium,Gates 70-90,2018-12-31,250.0,Dirty,Very safe,Very unsatisfied
3082,Saturday,UNITED INTL,DEST_2082,Canada/Mexico,Medium,Gates 50-59,2018-12-31,50.6,Somewhat clean,Somewhat unsafe,Somewhat satisfied
3083,Tuesday,SOUTHWEST,DEST_2083,Middle East,Large     ,Gates 20-39,2018-12-31,68.7,Somewhat clean,Very safe,Somewhat satisfied
3084,Tuesday,AMERICAN,DEST_2084,Canada/Mexico,Medium     ,Gates 20-39,2018-12-31,556.5,Somewhat dirty,Somewhat unsafe,Very unsatisfied
3085,Wednesday,UNITED INTL,DEST_2085,Europe,    Hub,Gates 1-12,2018-12-31,204.8,Average,Very safe,Neutral
3086,Sunday,SOUTHWEST,DEST_2086,Central/South America,Medium     ,Gates 91-102,2018-12-31,52.3,Average,Very unsafe,Neutral
3087,Sunday,UNITED INTL,DEST_2087,West US,Medium     ,Gates 70-90,2018-12-31,352.5,Clean,Neutral,Somewhat unsatisfied
3088,Thursday,ALASKA,DEST_2088,West US,Hub     ,Gates 50-59,2018-12-31,234.7,Somewhat dirty,Somewhat unsafe,Somewhat unsatisfied
3089,Monday,UNITED,DEST_2089,West US,Large     ,Gates 40-48,2018-12-31,284.4,Somewhat clean,Very unsafe,Somewhat satisfied
3090,Thursday,JETBLUE,DEST_2090,Europe,Medium     ,Gates 91-102,2018-12-31,188.8,Somewhat clean,Somewhat safe,Somewhat satisfied
3091,Saturday,CHINA EASTERN,DEST_2091,Middle East,Medium,Gates 1-12,2018-12-31,224.9,Clean,Somewhat unsafe,Somewhat satisfied
3092,Monday,JETBLUE,DEST_2092,eur,    Large,Gates 40-48,2018-12-31,340.8,Dirty,Somewhat unsafe,Somewhat unsatisfied
3093,Monday,UNITED INTL,DEST_2093,East US,Hub,Gates 50-59,2018-12-31,527.9,Clean,Somewhat safe,Somewhat satisfied
3094,Sunday,SOUTHWEST,DEST_2094,middle east,Small,Gates 40-48,2018-12-31,106.6,Dirty,Somewhat safe,Neutral
3095,Monday,DELTA,DEST_2095,Canada/Mexico,Medium     ,Gates 40-48,2018-12-31,253.8,Somewhat clean,Somewhat safe,Somewhat unsatisfied
3096,Sunday,SOUTHWEST,DEST_2096,Australia/New Zealand,    Large,Gates 50-59,2018-12-31,346.0,Dirty,Neutral,Very satisfied
3097,Monday,AMERICAN,DEST_2097,Central/South America,Large     ,Gates 40-48,2018-12-31,180.1,Somewhat clean,Very safe,Somewhat satisfied
3098,Monday,UNITED,DEST_2098,Asia,Large     ,Gates 20-39,2018-12-31,331.8,Unacceptable,Somewhat unsafe,Somewhat satisfied
3099,Saturday,SOUTHWEST,DEST_2099,Europe,    Large,Gates 70-90,2018-12-31,175.8,Unacceptable,Very unsafe,Somewhat unsatisfied
3100,Sunday,DELTA,DEST_2100,Europe,    Large,Gates 70-90,2018-12-31,461.9,Dirty,Neutral,Somewhat satisfied
3101,Friday,UNITED INTL,DEST_2101,Central/South America,Hub     ,Gates 1-12,2018-12-31,523.4,Somewhat clean,Neutral,Somewhat satisfied
3102,Tuesday,UNITED,DEST_2102,Asia,Large     ,Gates 20-39,2018-12-31,249.0,Average,Very safe,Very unsatisfied
3103,Tuesday,ALASKA,DEST_2103,Australia/New Zealand,    Medium,Gates 20-39,2018-12-31,481.9,Dirty,Very safe,Very satisfied
3104,Sunday,DELTA,DEST_2104,eur,Small     ,Gates 70-90,2018-12-31,225.4,Somewhat dirty,Somewhat unsafe,Very unsatisfied
3105,Wednesday,AMERICAN,DEST_2105,Central/South America,Small     ,Gates 50-59,2018-12-31,534.0,Unacceptable,Somewhat unsafe,Somewhat unsatisfied
3106,Saturday,JETBLUE,DEST_2106,Australia/New Zealand,    Large,Gates 1-12,2018-12-31,536.7,Unacceptable,Somewhat safe,Somewhat unsatisfied
3107,Thursday,UNITED,DEST_2107,Midwest US,Medium     ,Gates 40-48,2018-12-31,206.8,Somewhat clean,Somewhat safe,Neutral
3108,Friday,DELTA,DEST_2108,Australia/New Zealand,    Hub,Gates 70-90,2018-12-31,585.8,Clean,Very unsafe,Neutral
3109,Wednesday,UNITED INTL,DEST_2109,Asia,Large     ,Gates 91-102,2018-12-31,598.8,Dirty,Neutral,Very satisfied
3110,Friday,CHINA EASTERN,DEST_2110,West US,Hub     ,Gates 70-90,2018-12-31,556.2,Clean,Neutral,Somewhat unsatisfied
3111,Friday,AMERICAN,DEST_2111,middle east,Small,Gates 91-102,2018-12-31,318.6,Somewhat clean,Somewhat unsafe,Very unsatisfied
3112,Sunday,UNITED INTL,DEST_2112,Europe,Large,Gates 40-48,2018-12-31,483.7,Somewhat clean,Neutral,Very satisfied
3113,Saturday,ALASKA,DEST_2113,middle east,Medium,Gates 1-12,2018-12-31,408.2,Unacceptable,Very unsafe,Very satisfied
3114,Saturday,SOUTHWEST,DEST_2114,Midwest US,Small,Gates 50-59,2018-12-31,304.6,Somewhat dirty,Very safe,Neutral
3115,Friday,CHINA EASTERN,DEST_2115,middle east,Hub,Gates 1-12,2018-12-31,410.0,Dirty,Neutral,Very unsatisfied
3116,Wednesday,CHINA EASTERN,DEST_2116,Asia,Medium     ,Gates 40-48,2018-12-31,99.4,Clean,Somewhat safe,Very satisfied
3117,Wednesday,UNITED INTL,DEST_2117,Midwest US,Large     ,Gates 50-59,2018-12-31,482.5,Somewhat dirty,Very unsafe,Neutral
3118,Friday,ALASKA,DEST_2118,Midwest US,Large,Gates 50-59,2018-12-31,593.3,Somewhat clean,Very safe,Very unsatisfied
3119,Thursday,AMERICAN,DEST_2119,middle east,Large     ,Gates 91-102,2018-12-31,173.7,Somewhat clean,Somewhat safe,Somewhat satisfied
3120,Sunday,DELTA,DEST_2120,Canada/Mexico,Small,Gates 40-48,2018-12-31,562.1,Clean,Somewhat unsafe,Very unsatisfied
3121,Wednesday,CHINA EASTERN,DEST_2121,Middle East,    Medium,Gates 50-59,2018-12-31,56.9,Somewhat dirty,Neutral,Neutral
3122,Saturday,UNITED INTL,DEST_2122,East US,Hub     ,Gates 20-39,2018-12-31,102.3,Somewhat dirty,Neutral,Somewhat unsatisfied
3123,Monday,CHINA EASTERN,DEST_2123,Midwest US,    Small,Gates 20-39,2018-12-31,598.0,Clean,Very unsafe,Somewhat satisfied
3124,Wednesday,SOUTHWEST,DEST_2124,East US,Medium,Gates 40-48,2018-12-31,232.7,Somewhat clean,Somewhat unsafe,Very unsatisfied
3125,Monday,ALASKA,DEST_2125,Central/South America,    Small,Gates 50-59,2018-12-31,30.6,Dirty,Neutral,Very unsatisfied
3126,Sunday,AMERICAN,DEST_2126,West US,Medium     ,Gates 1-12,2018-12-31,426.0,Dirty,Somewhat safe,Somewhat satisfied
3127,Monday,UNITED INTL,DEST_2127,Middle East,Hub,Gates 50-59,2018-12-31,146.6,Clean,Neutral,Somewhat satisfied
3128,Friday,ALASKA,DEST_2128,eur,Medium     ,Gates 70-90,2018-12-31,152.5,Somewhat clean,Neutral,Very satisfied
3129,Wednesday,UNITED,DEST_2129,Australia/New Zealand,Large     ,Gates 1-12,2018-12-31,142.7,Dirty,Somewhat unsafe,Somewhat unsatisfied
3130,Wednesday,UNITED,DEST_2130,West US,Medium     ,Gates 1-12,2018-12-31,387.8,Clean,Very safe,Neutral
3131,Friday,UNITED,DEST_2131,Asia,    Large,Gates 20-39,2018-12-31,382.8,Somewhat dirty,Somewhat unsafe,Somewhat satisfied
3132,Friday,AMERICAN,DEST_2132,Central/South America,    Hub,Gates 1-12,2018-12-31,539.4,Dirty,Very safe,Very unsatisfied
3133,Tuesday,JETBLUE,DEST_2133,EAST US,    Large,Gates 40-48,2018-12-31,62.5,Average,Very safe,Very unsatisfied
3134,Thursday,ALASKA,DEST_2134,Middle East,Large,Gates 70-90,2018-12-31,325.2,Unacceptable,Neutral,Somewhat unsatisfied
3135,Friday,UNITED,DEST_2135,West US,    Hub,Gates 20-39,2018-12-31,377.5,Somewhat clean,Somewhat unsafe,Very unsatisfied
3136,Thursday,SOUTHWEST,DEST_2136,eur,    Large,Gates 70-90,2018-12-31,237.6,Unacceptable,Somewhat unsafe,Very satisfied
3137,Thursday,UNITED INTL,DEST_2137,Europe,Small,Gates 91-102,2018-12-31,470.5,Unacceptable,Somewhat safe,Very satisfied
3138,Saturday,UNITED INTL,DEST_2138,Central/South America,    Large,Gates 20-39,2018-12-31,222.5,Somewhat dirty,Very unsafe,Somewhat unsatisfied
3139,Friday,ALASKA,DEST_2139,Central/South America,    Large,Gates 20-39,2018-12-31,295.3,Average,Somewhat safe,Neutral
3140,Monday,JETBLUE,DEST_2140,West US,Medium     ,Gates 70-90,2018-12-31,88.4,Unacceptable,Somewhat unsafe,Very satisfied
3141,Saturday,CHINA EASTERN,DEST_2141,Central/South America,Medium,Gates 70-90,2018-12-31,143.7,Somewhat dirty,Neutral,Somewhat satisfied
3142,Saturday,UNITED,DEST_2142,Midwest US,Small,Gates 91-102,2018-12-31,467.9,Unacceptable,Very safe,Very satisfied
3143,Thursday,DELTA,DEST_2143,eur,Large     ,Gates 91-102,2018-12-31,477.4,Dirty,Somewhat safe,Very satisfied
3144,Thursday,ALASKA,DEST_2144,Asia,Medium,Gates 91-102,2018-12-31,526.7,Average,Very unsafe,Neutral
3145,Tuesday,AMERICAN,DEST_2145,Middle East,    Small,Gates 50-59,2018-12-31,189.0,Average,Very safe,Somewhat satisfied
3146,Thursday,SOUTHWEST,DEST_2146,Central/South America,Medium     ,Gates 70-90,2018-12-31,452.3,Clean,Somewhat unsafe,Neutral
3147,Tuesday,ALASKA,DEST_2147,East US,    Small,Gates 70-90,2018-12-31,76.8,Somewhat dirty,Somewhat safe,Very satisfied
3148,Thursday,AMERICAN,DEST_2148,eur,    Large,Gates 40-48,2018-12-31,418.7,Somewhat clean,Very unsafe,Neutral
3149,Monday,UNITED,DEST_2149,Europe,    Hub,Gates 70-90,2018-12-31,309.2,Unacceptable,Somewhat unsafe,Very unsatisfied
3150,Thursday,DELTA,DEST_2150,middle east,Hub,Gates 20-39,2018-12-31,149.6,Clean,Somewhat unsafe,Somewhat satisfied
3151,Wednesday,AMERICAN,DEST_2151,Asia,Large     ,Gates 50-59,2018-12-31,81.5,Unacceptable,Somewhat safe,Very unsatisfied
3152,Thursday,DELTA,DEST_2152,Canada/Mexico,Medium     ,Gates 1-12,2018-12-31,219.3,Average,Neutral,Neutral
3153,Sunday,CHINA EASTERN,DEST_2153,Central/South America,Medium,Gates 40-48,2018-12-31,370.6,Average,Somewhat safe,Very unsatisfied
3154,Monday,CHINA EASTERN,DEST_2154,Asia,    Large,Gates 40-48,2018-12-31,158.9,Somewhat dirty,Very unsafe,Somewhat unsatisfied
3155,Monday,AMERICAN,DEST_2155,Middle East,Small     ,Gates 40-48,2018-12-31,213.6,Clean,Very safe,Very unsatisfied
3156,Tuesday,CHINA EASTERN,DEST_2156,Asia,Large     ,Gates 40-48,2018-12-31,355.7,Somewhat dirty,Very safe,Very unsatisfied
3157,Wednesday,SOUTHWEST,DEST_2157,EAST US,Small,Gates 1-12,2018-12-31,287.7,Somewhat dirty,Neutral,Very unsatisfied
3158,Friday,ALASKA,DEST_2158,EAST US,    Small,Gates 20-39,2018-12-31,197.5,Dirty,Very unsafe,Somewhat satisfied
3159,Thursday,UNITED INTL,DEST_2159,EAST US,    Large,Gates 70-90,2018-12-31,552.4,Somewhat dirty,Neutral,Somewhat unsatisfied
3160,Friday,ALASKA,DEST_2160,Central/South America,    Small,Gates 1-12,2018-12-31,226.8,Somewhat clean,Neutral,Very unsatisfied
3161,Sunday,DELTA,DEST_2161,Australia/New Zealand,Large,Gates 91-102,2018-12-31,239.4,Clean,Somewhat unsafe,Neutral
3162,Tuesday,AMERICAN,DEST_2162,Australia/New Zealand,    Hub,Gates 50-59,2018-12-31,219.9,Average,Very safe,Very satisfied
3163,Saturday,UNITED INTL,DEST_2163,East US,    Medium,Gates 91-102,2018-12-31,269.1,Dirty,Very unsafe,Very unsatisfied
3164,Tuesday,AMERICAN,DEST_2164,Canada/Mexico,Hub,Gates 20-39,2018-12-31,586.9,Unacceptable,Somewhat unsafe,Neutral
3165,Saturday,JETBLUE,DEST_2165,Canada/Mexico,    Medium,Gates 20-39,2018-12-31,75.1,Clean,Somewhat safe,Neutral
3166,Friday,JETBLUE,DEST_2166,Europe,    Medium,Gates 20-39,2018-12-31,132.6,Somewhat clean,Neutral,Somewhat satisfied
3167,Monday,DELTA,DEST_2167,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,431.0,Somewhat clean,Somewhat unsafe,Somewhat satisfied
3168,Wednesday,AMERICAN,DEST_2168,Central/South America,    Small,Gates 20-39,2018-12-31,417.5,Dirty,Somewhat unsafe,Very satisfied
3169,Thursday,AMERICAN,DEST_2169,Midwest US,Medium     ,Gates 20-39,2018-12-31,550.4,Dirty,Somewhat safe,Very unsatisfied
3170,Thursday,AMERICAN,DEST_2170,middle east,Medium     ,Gates 40-48,2018-12-31,234.0,Average,Very unsafe,Very satisfied
3171,Friday,AMERICAN,DEST_2171,Midwest US,Large,Gates 70-90,2018-12-31,574.6,Dirty,Neutral,Somewhat satisfied
3172,Thursday,UNITED INTL,DEST_2172,East US,Hub     ,Gates 91-102,2018-12-31,102.3,Somewhat clean,Somewhat safe,Somewhat satisfied
